Parliament,ParliamentName,State,TotalRegisteredVoters,TotalVotersTurnedOut,VotingPercentage,SpoiledRejectedVotes,UnreturnedBallots,Majority,MalayVoters,PercentageMalayVoters,ChineseVoters,PercentageChineseVoters,IndianVoters,PercentageIndianVoters,IndigenousVoters,PercentageIndigenousVoters,NativeVoters,PercentageNativeVoters,OtherVoters,PercentageOtherVoters,CandidateName,Coalition,Party,TotalCandidatesContested,TotalVotesForCandidate,Won,PreviousMPName,TotalVotesLastElection,LastElectionCoalition,LastElectionMajority,state,Population (Thousands)
P107,sungai buloh,selangor,158090,130846,82.77,945,262,2693,112560,71.2,32725,20.7,12015,7.6,0,0,0,0,949,0.6,MOHD AKMAL MOHD YUSOFF,PEJUANG,PEJUANG,7,829,0,SIVARASA RASIAH,43631,PH,26634,selangor,226107.90000000002
P107,sungai buloh,selangor,158090,130846,82.77,945,262,2693,112560,71.2,32725,20.7,12015,7.6,0,0,0,0,949,0.6,NURHASLIDA BASRI,BEBAS,BEBAS,7,113,0,SIVARASA RASIAH,43631,PH,26634,selangor,226107.90000000002
P107,sungai buloh,selangor,158090,130846,82.77,945,262,2693,112560,71.2,32725,20.7,12015,7.6,0,0,0,0,949,0.6,KHAIRY JAMALUDDIN,BN,UMNO,7,48250,0,SIVARASA RASIAH,43631,PH,26634,selangor,226107.90000000002
P107,sungai buloh,selangor,158090,130846,82.77,945,262,2693,112560,71.2,32725,20.7,12015,7.6,0,0,0,0,949,0.6,SYED ABDUL RAZAK SYED LONG ALSAGOFF,BEBAS,BEBAS,7,165,0,SIVARASA RASIAH,43631,PH,26634,selangor,226107.90000000002
P107,sungai buloh,selangor,158090,130846,82.77,945,262,2693,112560,71.2,32725,20.7,12015,7.6,0,0,0,0,949,0.6,DATUK R. RAMANAN,PH,PKR,7,50943,1,SIVARASA RASIAH,43631,PH,26634,selangor,226107.90000000002
P107,sungai buloh,selangor,158090,130846,82.77,945,262,2693,112560,71.2,32725,20.7,12015,7.6,0,0,0,0,949,0.6,MOHD GHAZALI MD HAMIN,PN,PAS,7,29060,0,SIVARASA RASIAH,43631,PH,26634,selangor,226107.90000000002
P108,shah alam,selangor,165287,137082,82.94,919,0,18095,121350,73.42,21024,12.72,19522,11.81,0,0,0,0,3391,2.05,AZLI YUSOF,PH,AMANAH,4,61409,1,KHALID ABDUL SAMAD,55949,PH,33849,selangor,226107.90000000002
P108,shah alam,selangor,165287,137082,82.94,919,0,18095,121350,73.42,21024,12.72,19522,11.81,0,0,0,0,3391,2.05,RAFIQUE RASHID,PEJUANG,PEJUANG,4,2781,0,KHALID ABDUL SAMAD,55949,PH,33849,selangor,226107.90000000002
P108,shah alam,selangor,165287,137082,82.94,919,0,18095,121350,73.42,21024,12.72,19522,11.81,0,0,0,0,3391,2.05,ISHAM ABDUL JALIL,BN,UMNO,4,28266,0,KHALID ABDUL SAMAD,55949,PH,33849,selangor,226107.90000000002
P108,shah alam,selangor,165287,137082,82.94,919,0,18095,121350,73.42,21024,12.72,19522,11.81,0,0,0,0,3391,2.05,AFIF BAHARDIN,PN,BERSATU,4,43314,0,KHALID ABDUL SAMAD,55949,PH,33849,selangor,226107.90000000002
P109,kapar,selangor,188971,159700,84.51,1464,0,11782,128734,68.12,28678,15.18,26732,14.15,0,0,0,0,4827,2.55,MUHAMMAD  NOOR AZMAN  NOOR HIZAM,BN,UMNO,7,35079,0,ABDULLAH SANI,47731,PH,16306,selangor,226107.90000000002
P109,kapar,selangor,188971,159700,84.51,1464,0,11782,128734,68.12,28678,15.18,26732,14.15,0,0,0,0,4827,2.55,DAROYAH ALWI,PBM,PBM,7,1474,0,ABDULLAH SANI,47731,PH,16306,selangor,226107.90000000002
P109,kapar,selangor,188971,159700,84.51,1464,0,11782,128734,68.12,28678,15.18,26732,14.15,0,0,0,0,4827,2.55,MOHD PATHAN  HUSSIN,PEJUANG,PEJUANG,7,1015,0,ABDULLAH SANI,47731,PH,16306,selangor,226107.90000000002
P109,kapar,selangor,188971,159700,84.51,1464,0,11782,128734,68.12,28678,15.18,26732,14.15,0,0,0,0,4827,2.55,HALIMAH  ALI,PN,PAS,7,65751,1,ABDULLAH SANI,47731,PH,16306,selangor,226107.90000000002
P109,kapar,selangor,188971,159700,84.51,1464,0,11782,128734,68.12,28678,15.18,26732,14.15,0,0,0,0,4827,2.55,RAHIM AWANG,WARISAN,WARISAN,7,265,0,ABDULLAH SANI,47731,PH,16306,selangor,226107.90000000002
P109,kapar,selangor,188971,159700,84.51,1464,0,11782,128734,68.12,28678,15.18,26732,14.15,0,0,0,0,4827,2.55,V.P. SEVELINGGAM,BEBAS,BEBAS,7,477,0,ABDULLAH SANI,47731,PH,16306,selangor,226107.90000000002
P109,kapar,selangor,188971,159700,84.51,1464,0,11782,128734,68.12,28678,15.18,26732,14.15,0,0,0,0,4827,2.55,ABDULLAH SANI  ABDUL HAMID,PH,PKR,7,53969,0,ABDULLAH SANI,47731,PH,16306,selangor,226107.90000000002
P110,klang,selangor,208854,165554,79.27,1374,0,91801,56001,26.81,109927,52.63,38030,18.21,0,0,202,0.1,4694,2.25,JAYA CHANDRAN  PERUMAL,PN,BERSATU,7,23738,0,CHARLES SANTIAGO,98279,PH,78773,selangor,226107.90000000002
P110,klang,selangor,208854,165554,79.27,1374,0,91801,56001,26.81,109927,52.63,38030,18.21,0,0,202,0.1,4694,2.25,HEDRHIN RAMLI @ AWIN,BEBAS,BEBAS,7,3016,0,CHARLES SANTIAGO,98279,PH,78773,selangor,226107.90000000002
P110,klang,selangor,208854,165554,79.27,1374,0,91801,56001,26.81,109927,52.63,38030,18.21,0,0,202,0.1,4694,2.25,TEE HOOI LING,BN,MCA,7,19762,0,CHARLES SANTIAGO,98279,PH,78773,selangor,226107.90000000002
P110,klang,selangor,208854,165554,79.27,1374,0,91801,56001,26.81,109927,52.63,38030,18.21,0,0,202,0.1,4694,2.25,LOO CHENG WEE,WARISAN,WARISAN,7,1140,0,CHARLES SANTIAGO,98279,PH,78773,selangor,226107.90000000002
P110,klang,selangor,208854,165554,79.27,1374,0,91801,56001,26.81,109927,52.63,38030,18.21,0,0,202,0.1,4694,2.25,S CHANDRASEGAR,PRM,PRM,7,271,0,CHARLES SANTIAGO,98279,PH,78773,selangor,226107.90000000002
P110,klang,selangor,208854,165554,79.27,1374,0,91801,56001,26.81,109927,52.63,38030,18.21,0,0,202,0.1,4694,2.25,V GANABATIRAU,PH,DAP,7,115539,1,CHARLES SANTIAGO,98279,PH,78773,selangor,226107.90000000002
P110,klang,selangor,208854,165554,79.27,1374,0,91801,56001,26.81,109927,52.63,38030,18.21,0,0,202,0.1,4694,2.25,DEEPAK JAIKISHAN,BEBAS,BEBAS,7,439,0,CHARLES SANTIAGO,98279,PH,78773,selangor,226107.90000000002
P111,kota raja,selangor,244159,199878,81.86,1586,0,3998,97426,39.9,724556,296.76,66523,27.25,0,0,0,0,7733,3.17,FAHMI BAZLAN MUDA,PEJUANG,PEJUANG,8,2063,0,MOHAMAD SABU,90697,PH,71142,selangor,226107.90000000002
P111,kota raja,selangor,244159,199878,81.86,1586,0,3998,97426,39.9,724556,296.76,66523,27.25,0,0,0,0,7733,3.17,MOHAMED DIAH  BAHARUN,PN,PAS,8,49308,0,MOHAMAD SABU,90697,PH,71142,selangor,226107.90000000002
P111,kota raja,selangor,244159,199878,81.86,1586,0,3998,97426,39.9,724556,296.76,66523,27.25,0,0,0,0,7733,3.17,KUMAR KARANANEDI,BEBAS,BEBAS,8,163,0,MOHAMAD SABU,90697,PH,71142,selangor,226107.90000000002
P111,kota raja,selangor,244159,199878,81.86,1586,0,3998,97426,39.9,724556,296.76,66523,27.25,0,0,0,0,7733,3.17,KAJENDRAN  DORAISAMY,BN,MIC,8,22225,0,MOHAMAD SABU,90697,PH,71142,selangor,226107.90000000002
P111,kota raja,selangor,244159,199878,81.86,1586,0,3998,97426,39.9,724556,296.76,66523,27.25,0,0,0,0,7733,3.17,MOHAMAD SABU,PH,AMANAH,8,123306,1,MOHAMAD SABU,90697,PH,71142,selangor,226107.90000000002
P111,kota raja,selangor,244159,199878,81.86,1586,0,3998,97426,39.9,724556,296.76,66523,27.25,0,0,0,0,7733,3.17,P RAVEENTHARAN  A PERIASAMY,BEBAS,BEBAS,8,209,0,MOHAMAD SABU,90697,PH,71142,selangor,226107.90000000002
P111,kota raja,selangor,244159,199878,81.86,1586,0,3998,97426,39.9,724556,296.76,66523,27.25,0,0,0,0,7733,3.17,SARAH AFIQAH ZAINOL ARIF,PRM,PRM,8,360,0,MOHAMAD SABU,90697,PH,71142,selangor,226107.90000000002
P111,kota raja,selangor,244159,199878,81.86,1586,0,3998,97426,39.9,724556,296.76,66523,27.25,0,0,0,0,7733,3.17,SURENDHAR SELVARAJU,BEBAS,BEBAS,8,106,0,MOHAMAD SABU,90697,PH,71142,selangor,226107.90000000002
P112,kuala langat,selangor,148446,125449,84.51,1436,0,1833,81764,55.08,35044,23.61,25510,17.18,0,0,3006,2.02,3122,2.1,ZANARIAH JUMHURI,BEBAS,BEBAS,6,512,0,DR XAVIER JAYAKUMAR,43239,PH,17112,selangor,226107.90000000002
P112,kuala langat,selangor,148446,125449,84.51,1436,0,1833,81764,55.08,35044,23.61,25510,17.18,0,0,3006,2.02,3122,2.1,MOHANA  MUNIANDY RAMAN,BN,MIC,6,18685,0,DR XAVIER JAYAKUMAR,43239,PH,17112,selangor,226107.90000000002
P112,kuala langat,selangor,148446,125449,84.51,1436,0,1833,81764,55.08,35044,23.61,25510,17.18,0,0,3006,2.02,3122,2.1,RIDZUAN ABDULLAH,PEJUANG,PEJUANG,6,591,0,DR XAVIER JAYAKUMAR,43239,PH,17112,selangor,226107.90000000002
P112,kuala langat,selangor,148446,125449,84.51,1436,0,1833,81764,55.08,35044,23.61,25510,17.18,0,0,3006,2.02,3122,2.1,AHMAD YUNUS  HAIRI,PN,PAS,6,52867,1,DR XAVIER JAYAKUMAR,43239,PH,17112,selangor,226107.90000000002
P112,kuala langat,selangor,148446,125449,84.51,1436,0,1833,81764,55.08,35044,23.61,25510,17.18,0,0,3006,2.02,3122,2.1,M GANESKUMAR,PRM,PRM,6,171,0,DR XAVIER JAYAKUMAR,43239,PH,17112,selangor,226107.90000000002
P112,kuala langat,selangor,148446,125449,84.51,1436,0,1833,81764,55.08,35044,23.61,25510,17.18,0,0,3006,2.02,3122,2.1,MANIVANAN GOWIN,PH,PKR,6,51034,0,DR XAVIER JAYAKUMAR,43239,PH,17112,selangor,226107.90000000002
P113,sepang,selangor,167579,139667,83.34,1423,0,8949,105825,63.15,31893,19.03,21822,13.02,0,0,3544,2.11,4495,2.68,SHAHRUL AMRI MAT SARI,BEBAS,BEBAS,8,319,0,MOHAMED HANIPA  MAIDIN,46740,PH,18705,selangor,226107.90000000002
P113,sepang,selangor,167579,139667,83.34,1423,0,8949,105825,63.15,31893,19.03,21822,13.02,0,0,3544,2.11,4495,2.68,CHE ASMAH IBRAHIM,PEJUANG,PEJUANG,8,2337,0,MOHAMED HANIPA  MAIDIN,46740,PH,18705,selangor,226107.90000000002
P113,sepang,selangor,167579,139667,83.34,1423,0,8949,105825,63.15,31893,19.03,21822,13.02,0,0,3544,2.11,4495,2.68,MOHD DAUD LEONG ABDULLAH,PARTI UTAMA RAKYAT,PARTI UTAMA RAKYAT,8,264,0,MOHAMED HANIPA  MAIDIN,46740,PH,18705,selangor,226107.90000000002
P113,sepang,selangor,167579,139667,83.34,1423,0,8949,105825,63.15,31893,19.03,21822,13.02,0,0,3544,2.11,4495,2.68,RAJ MUNNI @ AIMAN ATHIRAH,PH,AMANAH,8,56264,1,MOHAMED HANIPA  MAIDIN,46740,PH,18705,selangor,226107.90000000002
P113,sepang,selangor,167579,139667,83.34,1423,0,8949,105825,63.15,31893,19.03,21822,13.02,0,0,3544,2.11,4495,2.68,M. MUNESWARAN,BEBAS,BEBAS,8,194,0,MOHAMED HANIPA  MAIDIN,46740,PH,18705,selangor,226107.90000000002
P113,sepang,selangor,167579,139667,83.34,1423,0,8949,105825,63.15,31893,19.03,21822,13.02,0,0,3544,2.11,4495,2.68,RINA MOHD HARUN,PN,BERSATU,8,47315,0,MOHAMED HANIPA  MAIDIN,46740,PH,18705,selangor,226107.90000000002
P113,sepang,selangor,167579,139667,83.34,1423,0,8949,105825,63.15,31893,19.03,21822,13.02,0,0,3544,2.11,4495,2.68,ANUAR  BASIRAN,BN,UMNO,8,31097,0,MOHAMED HANIPA  MAIDIN,46740,PH,18705,selangor,226107.90000000002
P113,sepang,selangor,167579,139667,83.34,1423,0,8949,105825,63.15,31893,19.03,21822,13.02,0,0,3544,2.11,4495,2.68,NAGESWARAN RAVI,PRM,PRM,8,165,0,MOHAMED HANIPA  MAIDIN,46740,PH,18705,selangor,226107.90000000002
P114,kepong,wilayah persekutuan-kuala lumpur,94414,72833,77.14,268,246,61081,5382,5.7,80648,85.42,6675,7.07,0,0,0,0,1709,1.81,PHAANG JING FATT,PN,GERAKAN,5,2795,0,LIM LIP ENG,56516,PH,51628,wilayah persekutuan-kuala lumpur,63247.2
P114,kepong,wilayah persekutuan-kuala lumpur,94414,72833,77.14,268,246,61081,5382,5.7,80648,85.42,6675,7.07,0,0,0,0,1709,1.81,YOUNG SHANG YI,WARISAN,WARISAN,5,528,0,LIM LIP ENG,56516,PH,51628,wilayah persekutuan-kuala lumpur,63247.2
P114,kepong,wilayah persekutuan-kuala lumpur,94414,72833,77.14,268,246,61081,5382,5.7,80648,85.42,6675,7.07,0,0,0,0,1709,1.81,YAP ZHENG HOE,BN,MCA,5,3227,0,LIM LIP ENG,56516,PH,51628,wilayah persekutuan-kuala lumpur,63247.2
P114,kepong,wilayah persekutuan-kuala lumpur,94414,72833,77.14,268,246,61081,5382,5.7,80648,85.42,6675,7.07,0,0,0,0,1709,1.81,LIM LIP ENG,PH,DAP,5,64308,1,LIM LIP ENG,56516,PH,51628,wilayah persekutuan-kuala lumpur,63247.2
P114,kepong,wilayah persekutuan-kuala lumpur,94414,72833,77.14,268,246,61081,5382,5.7,80648,85.42,6675,7.07,0,0,0,0,1709,1.81,YEE POH PING,BEBAS,BEBAS,5,1461,0,LIM LIP ENG,56516,PH,51628,wilayah persekutuan-kuala lumpur,63247.2
P115,batu,wilayah persekutuan-kuala lumpur,113927,87841,77.1,477,0,22241,50242,44.1,39328,34.52,20689,18.16,0,0,0,0,3680,3.23,SITI ZABEDAH KASIM,BEBAS,BEBAS,9,653,0,PRABAKARAN,38125,BEBAS,24438,wilayah persekutuan-kuala lumpur,63247.2
P115,batu,wilayah persekutuan-kuala lumpur,113927,87841,77.1,477,0,22241,50242,44.1,39328,34.52,20689,18.16,0,0,0,0,3680,3.23,NUR FATHIAH SYAZWANA SHAHARUDIN,BEBAS,BEBAS,9,628,0,PRABAKARAN,38125,BEBAS,24438,wilayah persekutuan-kuala lumpur,63247.2
P115,batu,wilayah persekutuan-kuala lumpur,113927,87841,77.1,477,0,22241,50242,44.1,39328,34.52,20689,18.16,0,0,0,0,3680,3.23,CHUA TIAN CHANG,BEBAS,BEBAS,9,4603,0,PRABAKARAN,38125,BEBAS,24438,wilayah persekutuan-kuala lumpur,63247.2
P115,batu,wilayah persekutuan-kuala lumpur,113927,87841,77.1,477,0,22241,50242,44.1,39328,34.52,20689,18.16,0,0,0,0,3680,3.23,PRABAKARAN   M PARAMESWARAN,PH,PKR,9,45716,1,PRABAKARAN,38125,BEBAS,24438,wilayah persekutuan-kuala lumpur,63247.2
P115,batu,wilayah persekutuan-kuala lumpur,113927,87841,77.1,477,0,22241,50242,44.1,39328,34.52,20689,18.16,0,0,0,0,3680,3.23,MOHD ZULKIFLI ABDUL FATTAH,PRM,PRM,9,137,0,PRABAKARAN,38125,BEBAS,24438,wilayah persekutuan-kuala lumpur,63247.2
P115,batu,wilayah persekutuan-kuala lumpur,113927,87841,77.1,477,0,22241,50242,44.1,39328,34.52,20689,18.16,0,0,0,0,3680,3.23,TOO CHENG HUAT,BEBAS,BEBAS,9,112,0,PRABAKARAN,38125,BEBAS,24438,wilayah persekutuan-kuala lumpur,63247.2
P115,batu,wilayah persekutuan-kuala lumpur,113927,87841,77.1,477,0,22241,50242,44.1,39328,34.52,20689,18.16,0,0,0,0,3680,3.23,WAN AZLIANA WAN ADNAN,GTA,PEJUANG,9,849,0,PRABAKARAN,38125,BEBAS,24438,wilayah persekutuan-kuala lumpur,63247.2
P115,batu,wilayah persekutuan-kuala lumpur,113927,87841,77.1,477,0,22241,50242,44.1,39328,34.52,20689,18.16,0,0,0,0,3680,3.23,AZHAR  YAHYA,PN,PAS,9,23475,0,PRABAKARAN,38125,BEBAS,24438,wilayah persekutuan-kuala lumpur,63247.2
P115,batu,wilayah persekutuan-kuala lumpur,113927,87841,77.1,477,0,22241,50242,44.1,39328,34.52,20689,18.16,0,0,0,0,3680,3.23,NAGANATHAN PILLAI,WARISAN,WARISAN,9,575,0,PRABAKARAN,38125,BEBAS,24438,wilayah persekutuan-kuala lumpur,63247.2
P115,batu,wilayah persekutuan-kuala lumpur,113927,87841,77.1,477,0,22241,50242,44.1,39328,34.52,20689,18.16,0,0,0,0,3680,3.23,A KOHILAN PILLAY,BN,MIC,9,10398,0,PRABAKARAN,38125,BEBAS,24438,wilayah persekutuan-kuala lumpur,63247.2
P116,wangsa maju,wilayah persekutuan-kuala lumpur,120299,93493,77.72,498,0,20696,69449,57.73,34261,28.48,10935,9.09,0,0,0,0,5630,4.68,ZAHIR HASSAN,PH,PKR,6,46031,1,DR. TAN YEE KEW,42178,PH,24238,wilayah persekutuan-kuala lumpur,63247.2
P116,wangsa maju,wilayah persekutuan-kuala lumpur,120299,93493,77.72,498,0,20696,69449,57.73,34261,28.48,10935,9.09,0,0,0,0,5630,4.68,WEE CHOO KEONG,WARISAN,WARISAN,6,576,0,DR. TAN YEE KEW,42178,PH,24238,wilayah persekutuan-kuala lumpur,63247.2
P116,wangsa maju,wilayah persekutuan-kuala lumpur,120299,93493,77.72,498,0,20696,69449,57.73,34261,28.48,10935,9.09,0,0,0,0,5630,4.68,MOHD SHAFEI ABDULLAH,BN,UMNO,6,19595,0,DR. TAN YEE KEW,42178,PH,24238,wilayah persekutuan-kuala lumpur,63247.2
P116,wangsa maju,wilayah persekutuan-kuala lumpur,120299,93493,77.72,498,0,20696,69449,57.73,34261,28.48,10935,9.09,0,0,0,0,5630,4.68,RAVEE SUNTHERALINGAM,BEBAS,BEBAS,6,216,0,DR. TAN YEE KEW,42178,PH,24238,wilayah persekutuan-kuala lumpur,63247.2
P116,wangsa maju,wilayah persekutuan-kuala lumpur,120299,93493,77.72,498,0,20696,69449,57.73,34261,28.48,10935,9.09,0,0,0,0,5630,4.68,NURIDAH  MOHD SALLEH,PN,PAS,6,25335,0,DR. TAN YEE KEW,42178,PH,24238,wilayah persekutuan-kuala lumpur,63247.2
P116,wangsa maju,wilayah persekutuan-kuala lumpur,120299,93493,77.72,498,0,20696,69449,57.73,34261,28.48,10935,9.09,0,0,0,0,5630,4.68,NORZAILA ARIFIN,PEJUANG,PEJUANG,6,987,0,DR. TAN YEE KEW,42178,PH,24238,wilayah persekutuan-kuala lumpur,63247.2
P117,segambut,wilayah persekutuan-kuala lumpur,119613,86274,72.13,389,0,59684,32080,26.82,67856,56.73,14055,11.75,0,0,0,0,5622,4.7,PRABAGARAN  VYTHILINGAM,PN,GERAKAN,3,8754,0,HANNAH YEOH,53124,PH,45702,wilayah persekutuan-kuala lumpur,63247.2
P117,segambut,wilayah persekutuan-kuala lumpur,119613,86274,72.13,389,0,59684,32080,26.82,67856,56.73,14055,11.75,0,0,0,0,5622,4.7,HANNAH YEOH TSEOW SUAN,PH,DAP,3,68438,1,HANNAH YEOH,53124,PH,45702,wilayah persekutuan-kuala lumpur,63247.2
P117,segambut,wilayah persekutuan-kuala lumpur,119613,86274,72.13,389,0,59684,32080,26.82,67856,56.73,14055,11.75,0,0,0,0,5622,4.7,DANIEL LING SIA CHIN,BN,MCA,3,8304,0,HANNAH YEOH,53124,PH,45702,wilayah persekutuan-kuala lumpur,63247.2
P118,setiawangsa,wilayah persekutuan-kuala lumpur,95828,75725,79.02,696,0,12164,58005,60.53,23449,24.47,11202,11.69,0,0,0,0,3172,3.31,NIK NAZMI NIK AHMAD,PH,PKR,6,34434,1,NIK NAZMI NIK AHMAD,34471,PH,14372,wilayah persekutuan-kuala lumpur,63247.2
P118,setiawangsa,wilayah persekutuan-kuala lumpur,95828,75725,79.02,696,0,12164,58005,60.53,23449,24.47,11202,11.69,0,0,0,0,3172,3.31,BIBI SUNITA SAKANDAR KHAN,PEJUANG,PEJUANG,6,953,0,NIK NAZMI NIK AHMAD,34471,PH,14372,wilayah persekutuan-kuala lumpur,63247.2
P118,setiawangsa,wilayah persekutuan-kuala lumpur,95828,75725,79.02,696,0,12164,58005,60.53,23449,24.47,11202,11.69,0,0,0,0,3172,3.31,IZUDIN  ISHAK,BN,UMNO,6,16333,0,NIK NAZMI NIK AHMAD,34471,PH,14372,wilayah persekutuan-kuala lumpur,63247.2
P118,setiawangsa,wilayah persekutuan-kuala lumpur,95828,75725,79.02,696,0,12164,58005,60.53,23449,24.47,11202,11.69,0,0,0,0,3172,3.31,STANLEY LIM YEN TIONG,BEBAS,BEBAS,6,282,0,NIK NAZMI NIK AHMAD,34471,PH,14372,wilayah persekutuan-kuala lumpur,63247.2
P118,setiawangsa,wilayah persekutuan-kuala lumpur,95828,75725,79.02,696,0,12164,58005,60.53,23449,24.47,11202,11.69,0,0,0,0,3172,3.31,MIOR ROSLI MIOR MOHD JAAFAR,BEBAS,BEBAS,6,492,0,NIK NAZMI NIK AHMAD,34471,PH,14372,wilayah persekutuan-kuala lumpur,63247.2
P118,setiawangsa,wilayah persekutuan-kuala lumpur,95828,75725,79.02,696,0,12164,58005,60.53,23449,24.47,11202,11.69,0,0,0,0,3172,3.31,NURUL FADZILAH  KAMALUDDIN,PN,BERSATU,6,22270,0,NIK NAZMI NIK AHMAD,34471,PH,14372,wilayah persekutuan-kuala lumpur,63247.2
P119,titiwangsa,wilayah persekutuan-kuala lumpur,80896,61693,76.26,512,0,4632,53796,66.5,13259,16.39,7491,9.26,0,0,0,0,6342,7.84,ROSNI ADAM,PN,PAS,4,14518,0,RINA MOHD HARUN,23840,PH,4139,wilayah persekutuan-kuala lumpur,63247.2
P119,titiwangsa,wilayah persekutuan-kuala lumpur,80896,61693,76.26,512,0,4632,53796,66.5,13259,16.39,7491,9.26,0,0,0,0,6342,7.84,KHALID ABDUL SAMAD,PH,AMANAH,4,20410,0,RINA MOHD HARUN,23840,PH,4139,wilayah persekutuan-kuala lumpur,63247.2
P119,titiwangsa,wilayah persekutuan-kuala lumpur,80896,61693,76.26,512,0,4632,53796,66.5,13259,16.39,7491,9.26,0,0,0,0,6342,7.84,KHAIRUDDIN ABU HASSAN,PEJUANG,PEJUANG,4,888,0,RINA MOHD HARUN,23840,PH,4139,wilayah persekutuan-kuala lumpur,63247.2
P119,titiwangsa,wilayah persekutuan-kuala lumpur,80896,61693,76.26,512,0,4632,53796,66.5,13259,16.39,7491,9.26,0,0,0,0,6342,7.84,JOHARI ABDUL GHANI,BN,UMNO,4,25042,1,RINA MOHD HARUN,23840,PH,4139,wilayah persekutuan-kuala lumpur,63247.2
P120,bukit bintang,wilayah persekutuan-kuala lumpur,80000,53247,66.56,218,0,38977,10504,13.13,57184,71.48,9936,12.42,0,0,0,0,2392,2.99,EDWIN CHEN,PN,BERSATU,3,4259,0,FONG KUI LUN,44516,PH,37260,wilayah persekutuan-kuala lumpur,63247.2
P120,bukit bintang,wilayah persekutuan-kuala lumpur,80000,53247,66.56,218,0,38977,10504,13.13,57184,71.48,9936,12.42,0,0,0,0,2392,2.99,FONG KUI LUN,PH,DAP,3,43827,1,FONG KUI LUN,44516,PH,37260,wilayah persekutuan-kuala lumpur,63247.2
P120,bukit bintang,wilayah persekutuan-kuala lumpur,80000,53247,66.56,218,0,38977,10504,13.13,57184,71.48,9936,12.42,0,0,0,0,2392,2.99,TAN TEIK PENG,BN,MCA,3,4850,0,FONG KUI LUN,44516,PH,37260,wilayah persekutuan-kuala lumpur,63247.2
P121,lembah pantai,wilayah persekutuan-kuala lumpur,101878,77469,76.04,515,240,13912,60240,59.13,19469,19.11,17482,17.16,0,0,0,0,4697,4.61,NOOR ASMAH MOHD RAZALLI,PEJUANG,PUTRA,4,810,0,FAHMI FADZIL,33313,PH,5598,wilayah persekutuan-kuala lumpur,63247.2
P121,lembah pantai,wilayah persekutuan-kuala lumpur,101878,77469,76.04,515,240,13912,60240,59.13,19469,19.11,17482,17.16,0,0,0,0,4697,4.61,FAUZI ABU BAKAR,PN,PAS,4,19098,0,FAHMI FADZIL,33313,PH,5598,wilayah persekutuan-kuala lumpur,63247.2
P121,lembah pantai,wilayah persekutuan-kuala lumpur,101878,77469,76.04,515,240,13912,60240,59.13,19469,19.11,17482,17.16,0,0,0,0,4697,4.61,AHMAD FAHMI MOHAMED FADZIL,PH,PKR,4,35359,1,FAHMI FADZIL,33313,PH,5598,wilayah persekutuan-kuala lumpur,63247.2
P121,lembah pantai,wilayah persekutuan-kuala lumpur,101878,77469,76.04,515,240,13912,60240,59.13,19469,19.11,17482,17.16,0,0,0,0,4697,4.61,DATUK RAMLAN SHAHEAN @ ASKOLANI,BN,UMNO,4,21447,0,FAHMI FADZIL,33313,PH,5598,wilayah persekutuan-kuala lumpur,63247.2
P122,seputeh,wilayah persekutuan-kuala lumpur,124865,88107,70.56,402,0,67187,15184,12.16,95709,76.65,11213,8.98,0,0,0,0,2760,2.21,LEE KAH HING,BN,MCA,5,6032,0,TERESA KOK,63094,PH,56059,wilayah persekutuan-kuala lumpur,63247.2
P122,seputeh,wilayah persekutuan-kuala lumpur,124865,88107,70.56,402,0,67187,15184,12.16,95709,76.65,11213,8.98,0,0,0,0,2760,2.21,ALAN WONG YEE YENG,PN,GERAKAN,5,6047,0,TERESA KOK,63094,PH,56059,wilayah persekutuan-kuala lumpur,63247.2
P122,seputeh,wilayah persekutuan-kuala lumpur,124865,88107,70.56,402,0,67187,15184,12.16,95709,76.65,11213,8.98,0,0,0,0,2760,2.21,CHOY SAN YEH,BEBAS,BEBAS,5,865,0,TERESA KOK,63094,PH,56059,wilayah persekutuan-kuala lumpur,63247.2
P122,seputeh,wilayah persekutuan-kuala lumpur,124865,88107,70.56,402,0,67187,15184,12.16,95709,76.65,11213,8.98,0,0,0,0,2760,2.21,TERESA KOK SUH SIM,PH,DAP,5,73234,1,TERESA KOK,63094,PH,56059,wilayah persekutuan-kuala lumpur,63247.2
P122,seputeh,wilayah persekutuan-kuala lumpur,124865,88107,70.56,402,0,67187,15184,12.16,95709,76.65,11213,8.98,0,0,0,0,2760,2.21,LEE WAI HONG,BEBAS,BEBAS,5,1276,0,TERESA KOK,63094,PH,56059,wilayah persekutuan-kuala lumpur,63247.2
P123,cheras,wilayah persekutuan-kuala lumpur,101342,72207,71.25,300,0,54448,13752,13.57,77962,76.93,7874,7.77,0,0,0,0,1753,1.73,TAN KOK WAI,PH,DAP,3,60294,1,TAN KOK WAI,56671,PH,49665,wilayah persekutuan-kuala lumpur,63247.2
P123,cheras,wilayah persekutuan-kuala lumpur,101342,72207,71.25,300,0,54448,13752,13.57,77962,76.93,7874,7.77,0,0,0,0,1753,1.73,CHONG YEW CHUAN,BN,MCA,3,5606,0,TAN KOK WAI,56671,PH,49665,wilayah persekutuan-kuala lumpur,63247.2
P123,cheras,wilayah persekutuan-kuala lumpur,101342,72207,71.25,300,0,54448,13752,13.57,77962,76.93,7874,7.77,0,0,0,0,1753,1.73,CHIN YOKE KHENG,PN,BERSATU,3,5846,0,TAN KOK WAI,56671,PH,49665,wilayah persekutuan-kuala lumpur,63247.2
